,,Default,HHInsurance,CarLoan,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,CallLength,CallStartHour,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum,Job_other,Marital_divorced,Marital_married,Marital_single,Education_0,Communication_other,Outcome_NoPrev,Outcome_other
train,2702,0,1,0,14,3,-1,0,12.45,12,5,5,19,2,1,1,0,0,1,1,1,0
train,2703,0,1,1,29,1,-1,0,8.133333333333333,11,6,5,21,4,1,1,0,0,1,1,1,0
train,2704,0,0,0,13,1,-1,0,0.15,13,5,8,32,2,1,0,0,1,1,1,1,0
train,2705,0,0,1,29,2,-1,0,1.5333333333333334,9,4,1,4,4,1,0,0,1,1,1,1,0
train,2706,0,1,0,3,4,-1,0,1.8166666666666667,11,4,6,22,1,1,1,0,0,1,1,1,0
train,2707,0,1,0,26,1,-1,0,1.0333333333333334,17,3,5,21,4,1,0,1,0,1,1,1,0
train,2708,0,0,0,26,1,-1,0,6.683333333333334,13,3,5,21,4,1,0,1,0,1,1,1,0
train,2709,0,1,0,7,1,-1,0,1.7,16,5,5,18,1,1,0,1,0,1,1,1,0
train,2710,0,1,0,11,2,-1,0,6.566666666666666,11,5,6,23,2,1,0,1,0,1,1,1,0
train,2711,0,1,0,6,12,-1,0,4.8,16,0,6,23,2,1,0,1,0,1,1,1,0
train,2712,0,1,1,13,5,-1,0,4.25,14,4,5,19,2,1,0,1,0,1,1,1,0
train,2713,0,1,1,6,1,-1,0,5.083333333333333,17,4,5,18,1,1,0,0,1,1,1,1,0
train,2714,0,1,1,22,1,109,3,7.65,17,2,6,25,4,1,0,1,0,1,1,0,1
train,2715,0,0,0,24,2,444,1,3.7333333333333334,16,5,9,38,4,1,0,0,1,1,1,0,1
train,2716,0,1,1,4,3,-1,0,7.4,12,5,6,22,1,1,0,0,1,1,1,1,0
train,2717,0,0,0,19,2,-1,0,1.5166666666666666,12,6,6,24,3,1,0,0,1,1,1,1,0
train,2718,0,1,0,26,1,474,3,4.283333333333333,15,4,8,34,4,1,0,0,1,1,1,0,1
train,2719,0,0,0,7,2,-1,0,2.1,12,6,8,31,1,1,0,1,0,1,1,1,0
train,2720,0,0,0,9,1,-1,0,2.933333333333333,9,2,3,10,2,1,0,1,0,1,1,1,0
train,2721,0,0,0,19,4,-1,0,1.5,11,4,8,33,3,1,0,0,1,1,1,1,0
train,2722,0,1,0,29,1,255,2,5.933333333333334,12,4,1,4,4,1,0,0,1,1,1,0,1
train,2723,0,1,0,29,3,-1,0,4.8,15,5,10,43,5,1,0,1,0,1,1,1,0
train,2724,0,1,0,24,2,-1,0,8.883333333333333,11,6,7,29,4,1,0,1,0,1,1,1,0
train,2725,0,1,0,16,3,200,5,1.25,16,1,2,7,3,1,0,0,1,1,1,0,1
train,2726,0,1,0,23,3,-1,0,6.2,15,0,5,21,4,1,0,0,1,1,1,1,0
train,2727,0,1,0,11,1,357,1,3.25,14,2,5,19,2,1,0,0,1,1,1,0,1
train,2728,0,1,0,18,3,189,1,2.566666666666667,13,4,11,46,3,1,1,0,0,1,1,0,1
train,2729,0,0,1,25,1,-1,0,3.9,11,0,7,30,5,1,0,1,0,1,1,1,0
train,2730,0,1,0,29,4,-1,0,3.6333333333333333,13,4,7,30,5,1,0,1,0,1,1,1,0
train,2731,0,0,0,17,1,184,4,3.7666666666666666,14,3,11,46,3,1,0,1,0,1,1,0,1
train,2732,0,0,0,27,1,-1,0,2.5166666666666666,17,4,5,21,4,1,0,0,1,1,1,1,0
train,2733,0,1,0,13,2,-1,0,3.8666666666666667,13,4,5,19,2,1,1,0,0,1,1,1,0
train,2734,0,1,0,16,1,-1,0,13.116666666666667,12,0,5,20,3,1,0,0,1,1,1,1,0
train,2735,0,0,1,17,2,151,2,3.5166666666666666,14,3,11,46,3,1,0,1,0,1,1,0,1
train,2736,0,1,1,15,3,-1,0,4.833333333333333,14,6,5,19,2,1,0,1,0,1,1,1,0
train,2737,0,1,0,22,1,-1,0,25.133333333333333,16,4,7,29,4,1,1,0,0,1,1,1,0
train,2738,0,0,0,30,3,-1,0,0.36666666666666664,13,5,7,30,5,1,0,0,1,1,1,1,0
train,2739,0,0,0,19,1,-1,0,2.183333333333333,15,2,10,42,4,1,1,0,0,1,1,1,0
train,2740,0,0,0,30,1,105,3,1.7833333333333334,12,2,11,48,5,1,0,1,0,1,1,0,1
train,2741,0,0,0,28,5,-1,0,7.666666666666667,16,6,8,34,4,1,0,1,0,1,1,1,0
train,2742,0,0,0,19,1,-1,0,5.583333333333333,16,4,8,33,3,1,1,0,0,1,1,1,0
train,2743,0,1,0,21,2,-1,0,4.966666666666667,17,5,5,20,3,1,0,1,0,1,1,1,0
train,2744,0,1,1,22,2,-1,0,2.0166666666666666,16,4,7,29,4,1,0,1,0,1,1,1,0
train,2745,0,1,0,8,1,345,1,2.316666666666667,14,6,5,18,1,1,0,0,1,1,1,0,1
train,2746,0,0,0,9,1,181,5,4.016666666666667,17,2,3,10,2,1,1,0,0,1,1,0,1
train,2747,0,1,0,29,1,-1,0,1.5,17,6,5,21,4,1,1,0,0,1,1,1,0
train,2748,0,1,0,9,1,-1,0,5.4,13,0,5,19,2,1,0,1,0,1,1,1,0
train,2749,0,1,0,9,2,-1,0,3.4,13,0,5,19,2,1,0,1,0,1,1,1,0
train,2750,0,0,0,10,7,-1,0,3.783333333333333,14,6,7,27,2,1,1,0,0,1,1,1,0
train,2751,0,1,0,8,1,170,1,4.75,12,6,5,18,1,1,0,0,1,1,1,0,1
train,2752,0,0,0,25,1,111,1,2.65,14,2,5,21,4,1,0,0,1,1,1,0,1
train,2753,0,0,0,20,6,90,1,6.283333333333333,10,5,8,33,3,1,0,1,0,1,1,0,1
train,2754,0,1,0,8,1,-1,0,1.4333333333333333,17,2,6,23,2,1,0,1,0,1,1,1,0
train,2755,0,0,0,22,2,-1,0,0.6666666666666666,17,0,8,34,4,1,0,0,1,1,1,1,0
train,2756,0,1,0,11,4,-1,0,12.233333333333333,11,3,8,32,2,1,0,1,0,1,1,1,0
train,2757,0,1,0,28,1,189,1,1.4333333333333333,10,3,1,4,4,1,0,1,0,1,1,0,1
train,2758,0,1,0,25,2,-1,0,2.55,13,0,7,30,5,1,0,0,1,1,1,1,0
train,2759,0,0,0,3,3,-1,0,5.833333333333333,13,3,3,9,1,1,0,0,1,1,1,1,0
train,2760,0,1,0,13,1,94,4,3.7666666666666666,13,6,11,45,2,1,0,1,0,1,1,0,1
train,2761,0,0,0,17,2,397,1,5.716666666666667,10,2,8,33,3,1,0,0,1,1,1,0,1
train,2762,0,0,0,25,4,358,2,8.333333333333334,10,2,5,21,4,1,0,1,0,1,1,0,1
train,2763,0,1,0,2,2,-1,0,7.016666666666667,15,3,6,22,1,1,0,1,0,1,1,1,0
train,2764,0,0,0,26,1,307,1,1.6333333333333333,13,1,1,4,4,1,0,0,1,1,1,0,1
train,2765,0,1,0,16,1,165,3,4.716666666666667,15,6,10,41,3,1,0,0,1,1,1,0,1
train,2766,0,0,0,28,1,-1,0,1.55,10,3,1,4,4,1,0,1,0,1,1,1,0
train,2767,0,1,0,13,1,-1,0,6.566666666666666,14,4,5,19,2,1,0,1,0,1,1,1,0
train,2768,0,0,0,29,2,-1,0,2.9166666666666665,10,4,7,30,5,1,0,1,0,1,1,1,0
train,2769,0,0,0,31,2,-1,0,1.1,12,6,7,30,5,1,0,1,0,1,1,1,0
train,2770,0,1,0,17,1,-1,0,5.1,13,6,4,15,3,1,0,1,0,1,1,1,0
train,2771,0,0,0,19,1,-1,0,9.7,14,5,11,46,3,1,0,0,1,1,1,1,0
train,2772,0,1,0,18,1,-1,0,9.333333333333334,17,0,7,29,4,1,0,1,0,1,1,1,0
train,2773,0,0,0,5,1,-1,0,2.216666666666667,17,6,6,22,1,1,0,0,1,1,1,1,0
train,2774,0,0,0,17,1,-1,0,4.333333333333333,15,6,7,28,3,1,0,1,0,1,1,1,0
train,2775,0,0,0,25,7,-1,0,10.5,13,3,8,34,4,1,0,1,0,1,1,1,0
train,2776,0,0,0,13,1,48,2,4.033333333333333,17,3,10,41,3,1,1,0,0,1,1,0,1
train,2777,0,0,0,22,8,-1,0,1.05,11,0,8,34,4,1,0,1,0,1,1,1,0
train,2778,0,1,0,18,1,110,2,2.1166666666666667,10,4,11,46,3,1,0,1,0,1,1,0,1
train,2779,0,1,1,29,3,-1,0,2.7333333333333334,12,6,5,21,4,1,0,0,1,1,1,1,0
train,2780,0,1,1,1,2,-1,0,19.066666666666666,17,2,6,22,1,1,0,0,1,1,1,1,0
train,2781,0,1,0,8,3,-1,0,2.4,9,6,5,18,1,1,0,1,0,1,1,1,0
train,2782,0,0,0,29,2,-1,0,1.5833333333333333,17,0,8,35,5,1,0,0,1,1,1,1,0
train,2783,0,1,0,25,13,-1,0,1.65,16,3,8,34,4,1,0,1,0,1,1,1,0
train,2784,0,0,0,15,2,378,3,2.65,10,4,4,15,3,1,0,1,0,1,1,0,1
train,2785,0,1,0,20,3,-1,0,2.3666666666666667,10,4,5,20,3,1,0,1,0,1,1,1,0
train,2786,0,1,0,4,3,1,2,2.55,9,3,8,31,1,1,0,1,0,1,1,0,1
train,2787,0,0,0,25,1,-1,0,0.7166666666666667,17,5,6,25,4,1,0,1,0,1,1,1,0
train,2788,0,0,0,13,2,-1,0,8.266666666666667,12,5,8,32,2,1,0,0,1,1,1,1,0
train,2789,0,0,0,16,1,-1,0,7.583333333333333,17,5,7,28,3,1,0,1,0,1,1,1,0
train,2790,0,0,0,19,8,-1,0,21.55,15,4,8,33,3,1,0,1,0,1,1,1,0
train,2791,0,0,0,18,1,-1,0,3.183333333333333,16,4,11,46,3,1,0,1,0,1,1,1,0
train,2792,0,1,0,3,1,-1,0,1.7166666666666666,14,4,6,22,1,1,0,1,0,1,1,1,0
train,2793,0,0,0,20,2,202,5,4.85,10,4,5,20,3,1,0,1,0,1,1,0,1
train,2794,0,0,1,20,2,-1,0,18.3,15,0,6,25,4,1,0,1,0,1,1,1,0
train,2795,0,0,0,12,1,182,3,9.45,10,1,7,28,3,1,0,1,0,1,1,0,1
train,2796,0,1,1,8,2,-1,0,3.15,9,0,8,32,2,1,0,1,0,1,1,1,0
train,2797,0,1,0,18,2,355,1,2.1,11,2,5,20,3,1,0,0,1,1,1,0,1
train,2798,0,0,0,8,1,184,3,4.1,11,3,9,36,2,1,0,1,0,1,1,0,1
train,2799,0,0,0,11,1,37,5,1.5166666666666666,10,6,9,36,2,1,0,1,0,1,1,0,1
train,2800,0,0,1,29,7,-1,0,1.7333333333333334,17,4,7,30,5,1,1,0,0,1,1,1,0
train,2801,0,1,0,9,2,-1,0,4.366666666666666,15,0,5,19,2,1,0,1,0,1,1,1,0
train,2802,0,1,1,3,2,-1,0,4.616666666666666,13,6,7,26,1,1,0,0,1,1,1,1,0
train,2803,0,0,0,21,1,-1,0,4.5,13,0,11,47,4,1,0,0,1,1,1,1,0
train,2804,0,1,0,10,1,-1,0,8.383333333333333,13,2,8,32,2,1,0,1,0,1,1,1,0
train,2805,0,0,0,5,1,-1,0,3.75,17,3,5,18,1,1,0,1,0,1,1,1,0
train,2806,0,1,1,20,2,-1,0,10.7,14,6,11,46,3,1,0,1,0,1,1,1,0
train,2807,0,0,0,7,3,-1,0,6.683333333333334,15,6,8,31,1,1,0,1,0,1,1,1,0
train,2808,0,1,0,4,5,-1,0,4.683333333333334,16,3,2,5,1,1,0,1,0,1,1,1,0
train,2809,0,1,0,19,2,-1,0,3.5166666666666666,16,3,5,20,3,1,0,1,0,1,1,1,0
train,2810,0,0,0,22,2,-1,0,3.4833333333333334,9,0,8,34,4,1,1,0,0,1,1,1,0
train,2811,0,0,0,5,3,-1,0,1.3666666666666667,17,5,3,9,1,1,0,0,1,1,1,1,0
train,2812,0,1,0,23,2,-1,0,9.033333333333333,9,0,5,21,4,1,0,1,0,1,1,1,0
train,2813,0,1,0,29,1,127,3,2.183333333333333,14,4,1,4,4,1,1,0,0,1,1,0,1
train,2814,0,1,0,4,1,-1,0,15.333333333333334,16,5,6,22,1,1,0,1,0,1,1,1,0
train,2815,0,1,0,4,1,-1,0,14.533333333333333,17,3,2,5,1,1,0,1,0,1,1,1,0
train,2816,0,1,0,25,1,-1,0,33.583333333333336,17,0,7,30,5,1,0,1,0,1,1,1,0
train,2817,0,1,0,9,1,-1,0,2.2333333333333334,11,5,7,27,2,1,0,0,1,1,1,1,0
train,2818,0,0,0,15,2,182,1,4.166666666666667,13,4,7,28,3,1,0,1,0,1,1,0,1
train,2819,0,0,0,26,1,-1,0,1.7166666666666666,15,3,5,21,4,1,0,0,1,1,1,1,0
train,2820,0,0,0,11,1,92,3,4.816666666666666,11,4,11,45,2,1,0,1,0,1,1,0,1
train,2821,0,0,0,4,1,-1,0,0.08333333333333333,12,1,10,40,2,1,0,0,1,1,1,1,0
train,2822,0,1,1,6,1,-1,0,8.833333333333334,13,4,5,18,1,1,0,0,1,1,1,1,0
train,2823,0,1,0,26,1,-1,0,1.7166666666666666,14,3,5,21,4,1,0,1,0,1,1,1,0
train,2824,0,0,0,2,1,-1,0,2.816666666666667,11,3,6,22,1,1,0,1,0,1,1,1,0
train,2825,0,1,0,9,3,-1,0,3.4833333333333334,9,0,5,19,2,1,0,1,0,1,1,1,0
train,2826,0,0,0,17,1,-1,0,1.3166666666666667,10,4,6,24,3,1,0,1,0,1,1,1,0
train,2827,0,1,0,11,2,503,2,6.383333333333334,11,1,10,41,3,1,0,0,1,1,1,0,1
train,2828,0,1,1,21,4,-1,0,1.3833333333333333,9,0,11,47,4,1,0,1,0,1,1,1,0
train,2829,0,0,1,31,1,-1,0,0.5666666666666667,11,2,8,35,5,1,0,0,1,1,1,1,0
train,2830,0,1,0,14,2,-1,0,3.283333333333333,15,5,5,19,2,1,0,1,0,1,1,1,0
train,2831,0,1,0,5,2,-1,0,14.15,13,3,5,18,1,1,0,1,0,1,1,1,0
train,2832,0,1,0,7,3,-1,0,5.45,13,5,5,18,1,1,0,1,0,1,1,1,0
train,2833,0,1,0,8,1,-1,0,2.183333333333333,9,6,5,18,1,1,0,1,0,1,1,1,0
train,2834,0,0,0,6,2,-1,0,0.8166666666666667,10,0,6,23,2,1,0,0,1,1,1,1,0
train,2835,0,0,0,31,2,-1,0,9.566666666666666,12,6,7,30,5,1,1,0,0,1,1,1,0
train,2836,0,0,0,12,1,92,4,4.033333333333333,12,2,10,41,3,1,0,0,1,1,1,0,1
train,2837,0,0,0,17,1,-1,0,3.7333333333333334,12,3,11,46,3,1,0,0,1,1,1,1,0
train,2838,0,1,0,7,1,-1,0,4.0,15,5,5,18,1,1,1,0,0,1,1,1,0
train,2839,0,0,0,18,1,-1,0,7.55,9,5,6,24,3,1,0,0,1,1,1,1,0
train,2840,0,1,0,17,1,-1,0,2.5,10,6,4,15,3,1,0,1,0,1,1,1,0
train,2841,0,0,0,8,4,-1,0,20.1,9,0,8,32,2,1,0,1,0,1,1,1,0
train,2842,0,0,0,11,1,231,1,7.5,10,1,10,41,3,1,0,0,1,1,1,0,1
train,2843,0,1,0,18,2,-1,0,10.65,14,2,5,20,3,1,0,0,1,1,1,1,0
train,2844,0,1,0,27,3,-1,0,0.6166666666666667,13,5,8,34,4,1,0,0,1,1,1,1,0
train,2845,0,0,0,1,1,-1,0,13.016666666666667,16,2,6,22,1,1,0,1,0,1,1,1,0
train,2846,0,0,0,23,2,92,4,6.816666666666666,15,4,9,38,4,1,0,0,1,1,1,0,1
train,2847,0,0,0,21,1,-1,0,14.883333333333333,13,0,11,47,4,1,0,1,0,1,1,1,0
train,2848,0,1,0,26,2,-1,0,10.7,10,3,5,21,4,1,1,0,0,1,1,1,0
train,2849,0,0,1,8,2,-1,0,10.1,17,4,7,27,2,1,0,0,1,1,1,1,0
train,2850,0,1,0,19,1,175,1,10.383333333333333,9,5,11,46,3,1,0,1,0,1,1,0,1
train,2851,0,1,0,8,1,303,1,0.8333333333333334,13,6,5,18,1,1,0,0,1,1,1,0,1
train,2852,0,0,0,7,2,460,2,6.633333333333334,15,3,7,27,2,1,0,1,0,1,1,0,1
train,2853,0,0,0,23,1,-1,0,0.9833333333333333,10,5,7,29,4,1,0,1,0,1,1,1,0
train,2854,0,1,0,11,4,-1,0,1.7333333333333334,11,3,8,32,2,1,0,1,0,1,1,1,0
train,2855,0,0,0,28,5,204,2,2.2333333333333334,9,3,1,4,4,1,0,1,0,1,1,0,1
train,2856,0,1,0,18,3,175,2,12.033333333333333,17,4,11,46,3,1,0,1,0,1,1,0,1
train,2857,0,0,1,31,16,-1,0,0.1,12,6,7,30,5,1,0,1,0,1,1,1,0
train,2858,0,0,0,13,2,-1,0,30.7,13,5,8,32,2,1,0,1,0,1,1,1,0
train,2859,0,1,0,28,2,-1,0,2.0833333333333335,12,5,5,21,4,1,0,1,0,1,1,1,0
train,2860,0,1,0,30,1,-1,0,13.833333333333334,16,5,4,17,5,1,0,1,0,1,1,1,0
train,2861,0,1,0,19,1,-1,0,1.6833333333333333,15,5,11,46,3,1,0,1,0,1,1,1,0
train,2862,0,0,0,30,1,197,1,2.9166666666666665,14,6,10,43,5,1,0,1,0,1,1,0,1
train,2863,0,0,0,20,1,-1,0,7.9,17,5,8,33,3,1,0,0,1,1,1,1,0
train,2864,0,1,0,6,1,-1,0,3.6,13,2,4,14,2,1,0,1,0,1,1,1,0
train,2865,0,1,1,18,4,-1,0,2.5833333333333335,15,3,8,33,3,1,0,1,0,1,1,1,0
train,2866,0,1,0,5,2,202,1,10.1,16,4,2,5,1,1,0,1,0,1,1,0,1
train,2867,0,1,0,10,1,102,1,2.6333333333333333,11,2,8,32,2,1,0,1,0,1,1,0,1
train,2868,0,1,0,12,2,-1,0,9.616666666666667,15,6,6,23,2,1,0,1,0,1,1,1,0
train,2869,0,0,0,30,2,-1,0,7.7,15,5,1,4,4,1,0,0,1,1,1,1,0
train,2870,0,1,0,24,1,-1,0,3.1166666666666667,13,6,7,29,4,1,0,0,1,1,1,1,0
train,2871,0,1,0,1,1,237,2,5.433333333333334,15,2,6,22,1,1,0,0,1,1,1,0,1
train,2872,0,0,1,19,1,-1,0,6.583333333333333,16,6,6,24,3,1,0,1,0,1,1,1,0
train,2873,0,1,0,6,2,-1,0,3.716666666666667,9,2,4,14,2,1,0,0,1,1,1,1,0
train,2874,0,1,0,14,2,356,8,2.566666666666667,17,5,5,19,2,1,0,1,0,1,1,0,1
train,2875,0,1,0,26,2,-1,0,1.7166666666666666,12,3,5,21,4,1,0,1,0,1,1,1,0
train,2876,0,0,0,13,1,-1,0,0.9333333333333333,14,5,2,6,2,1,0,0,1,1,1,1,0
train,2877,0,1,0,28,5,-1,0,2.3333333333333335,12,5,5,21,4,1,0,1,0,1,1,1,0
train,2878,0,1,0,30,2,-1,0,1.2666666666666666,16,0,5,22,5,1,1,0,0,1,1,1,0
train,2879,1,1,1,9,5,-1,0,9.266666666666667,10,5,7,27,2,1,0,1,0,1,1,1,0
train,2880,0,0,0,29,2,-1,0,7.416666666666667,10,4,1,4,4,1,0,0,1,1,1,1,0
train,2881,0,1,0,6,1,-1,0,2.5,14,6,11,44,1,1,0,0,1,1,1,1,0
train,2882,0,0,0,18,1,-1,0,11.316666666666666,16,4,11,46,3,1,0,1,0,1,1,1,0
train,2883,0,1,0,25,1,202,2,11.6,12,0,1,4,4,1,0,1,0,1,1,0,1
train,2884,0,0,0,29,4,-1,0,12.25,14,4,7,30,5,1,1,0,0,1,1,1,0
train,2885,0,0,0,20,1,-1,0,6.216666666666667,11,3,10,42,4,1,0,1,0,1,1,1,0
train,2886,0,0,0,18,2,-1,0,1.4833333333333334,17,3,2,7,3,1,0,0,1,1,1,1,0
train,2887,0,0,0,8,2,-1,0,2.9166666666666665,11,0,8,32,2,1,0,1,0,1,1,1,0
train,2888,0,1,1,12,1,-1,0,16.416666666666668,13,3,5,19,2,1,0,0,1,1,1,1,0
train,2889,0,1,0,17,2,171,4,20.166666666666668,12,3,11,46,3,1,0,1,0,1,1,0,1
train,2890,0,0,0,4,2,-1,0,6.933333333333334,13,3,8,31,1,1,0,1,0,1,1,1,0
train,2891,0,0,0,8,2,-1,0,2.783333333333333,14,0,8,32,2,1,0,1,0,1,1,1,0
train,2892,0,0,0,12,2,-1,0,5.666666666666667,9,6,6,23,2,1,0,1,0,1,1,1,0
train,2893,0,0,0,16,1,-1,0,5.5,14,2,11,46,3,1,0,0,1,1,1,1,0
train,2894,0,0,1,24,3,-1,0,2.433333333333333,16,4,6,25,4,1,0,0,1,1,1,1,0
train,2895,0,0,0,28,2,-1,0,19.983333333333334,12,3,1,4,4,1,1,0,0,1,1,1,0
train,2896,0,1,0,31,7,-1,0,5.016666666666667,15,6,7,30,5,1,0,1,0,1,1,1,0
train,2897,0,0,1,21,5,-1,0,9.4,13,3,7,29,4,1,0,1,0,1,1,1,0
train,2898,0,0,1,16,1,-1,0,2.966666666666667,13,5,7,28,3,1,0,1,0,1,1,1,0
train,2899,0,1,0,20,1,-1,0,0.9,14,2,4,16,4,1,0,1,0,1,1,1,0
train,2900,0,1,0,20,1,-1,0,2.066666666666667,14,6,11,46,3,1,1,0,0,1,1,1,0
train,2901,0,1,1,21,1,-1,0,14.15,9,0,11,47,4,1,0,1,0,1,1,1,0
train,2902,0,1,0,14,2,-1,0,2.566666666666667,12,5,5,19,2,1,0,1,0,1,1,1,0
train,2903,0,0,0,29,1,176,4,4.933333333333334,14,3,12,52,5,1,0,0,1,1,1,0,1
train,2904,0,1,1,16,3,-1,0,5.016666666666667,13,5,4,15,3,1,1,0,0,1,1,1,0
train,2905,0,0,0,15,2,163,2,5.383333333333334,16,4,7,28,3,1,0,0,1,1,1,0,1
train,2906,0,0,0,12,1,-1,0,2.2333333333333334,16,5,11,45,2,1,1,0,0,1,1,1,0
train,2907,0,1,0,28,1,-1,0,10.25,17,5,5,21,4,1,0,0,1,1,1,1,0
train,2908,0,0,0,10,1,92,13,2.55,16,2,2,6,2,1,0,1,0,1,1,0,1
train,2909,0,1,0,5,7,-1,0,2.4,17,6,6,22,1,1,0,1,0,1,1,1,0
train,2910,0,0,0,29,6,-1,0,3.5833333333333335,10,4,7,30,5,1,0,1,0,1,1,1,0
train,2911,0,0,0,4,2,-1,0,2.283333333333333,10,3,2,5,1,1,0,0,1,1,1,1,0
train,2912,0,0,0,5,1,-1,0,1.7333333333333334,10,4,8,31,1,1,0,1,0,1,1,1,0
train,2913,0,0,0,17,4,-1,0,2.7333333333333334,12,4,6,24,3,1,0,0,1,1,1,1,0
train,2914,0,0,0,1,2,65,1,4.333333333333333,15,4,7,26,1,1,0,1,0,1,1,0,1
train,2915,0,1,0,17,1,-1,0,0.5666666666666667,17,3,11,46,3,1,0,0,1,1,1,1,0
train,2916,0,0,0,28,1,-1,0,5.0,10,3,1,4,4,1,0,1,0,1,1,1,0
train,2917,0,1,0,5,1,-1,0,4.0,9,3,5,18,1,1,0,1,0,1,1,1,0
train,2918,0,0,1,1,3,-1,0,4.683333333333334,13,4,7,26,1,1,0,1,0,1,1,1,0
train,2919,0,1,0,5,1,-1,0,0.43333333333333335,10,3,5,18,1,1,0,0,1,1,1,1,0
train,2920,0,0,0,14,1,-1,0,5.666666666666667,14,2,9,37,3,1,0,0,1,1,1,1,0
train,2921,0,1,0,27,5,-1,0,17.716666666666665,14,4,5,21,4,1,0,0,1,1,1,1,0
train,2922,0,0,0,13,1,-1,0,2.0166666666666666,15,5,2,6,2,1,1,0,0,1,1,1,0
train,2923,0,1,0,13,1,-1,0,3.4166666666666665,13,4,5,19,2,1,0,1,0,1,1,1,0
train,2924,0,0,0,10,2,-1,0,3.216666666666667,14,3,11,45,2,1,0,1,0,1,1,1,0
train,2925,1,0,1,30,2,-1,0,13.133333333333333,16,5,7,30,5,1,0,0,1,1,1,1,0
train,2926,0,1,0,20,1,-1,0,27.716666666666665,13,0,6,25,4,1,0,0,1,1,1,1,0
train,2927,0,0,0,14,5,-1,0,2.816666666666667,12,6,8,32,2,1,0,1,0,1,1,1,0
train,2928,0,0,0,15,2,27,6,6.9,15,1,11,46,3,1,0,1,0,1,1,0,1
train,2929,0,0,0,3,1,-1,0,8.316666666666666,9,3,3,9,1,1,0,1,0,1,1,1,0
train,2930,0,1,0,6,1,-1,0,9.166666666666666,16,4,5,18,1,1,0,0,1,1,1,1,0
train,2931,0,1,0,8,2,175,2,3.9,16,5,10,40,2,1,0,1,0,1,1,0,1
train,2932,0,0,0,2,1,-1,0,4.9,13,3,6,22,1,1,0,1,0,1,1,1,0
train,2933,0,1,1,30,5,248,1,8.316666666666666,14,5,1,4,4,1,0,0,1,1,1,0,1
train,2934,0,0,0,18,2,-1,0,4.666666666666667,15,4,11,46,3,1,0,1,0,1,1,1,0
train,2935,0,1,1,25,5,-1,0,9.783333333333333,9,0,7,30,5,1,0,1,0,1,1,1,0
train,2936,0,0,0,5,1,-1,0,24.1,14,6,6,22,1,1,0,1,0,1,1,1,0
train,2937,0,1,0,15,2,146,4,10.383333333333333,14,4,4,15,3,1,0,0,1,1,1,0,1
train,2938,0,0,0,28,2,196,2,3.433333333333333,17,2,12,52,5,1,0,1,0,1,1,0,1
train,2939,0,0,0,14,2,-1,0,9.816666666666666,17,3,1,2,2,1,0,1,0,1,1,1,0
train,2940,0,1,1,28,1,-1,0,9.533333333333333,17,3,1,4,4,1,0,0,1,1,1,1,0
train,2941,0,0,0,14,3,-1,0,5.0,16,3,4,15,3,1,0,1,0,1,1,1,0
train,2942,0,0,0,16,1,-1,0,2.8833333333333333,11,4,9,37,3,1,0,1,0,1,1,1,0
train,2943,0,1,0,31,25,-1,0,0.4666666666666667,11,6,7,30,5,1,0,1,0,1,1,1,0
train,2944,0,1,0,17,6,-1,0,3.6666666666666665,17,6,4,15,3,1,0,1,0,1,1,1,0
train,2945,0,1,0,7,1,412,1,6.166666666666667,13,3,7,27,2,1,0,1,0,1,1,0,1
train,2946,0,1,0,19,5,-1,0,2.8833333333333333,16,3,5,20,3,1,0,1,0,1,1,1,0
train,2947,0,1,0,13,1,370,2,4.583333333333333,13,4,5,19,2,1,0,1,0,1,1,0,1
train,2948,0,0,0,12,4,422,3,6.633333333333334,12,4,8,32,2,1,0,1,0,1,1,0,1
train,2949,0,0,0,7,1,-1,0,14.6,16,3,7,27,2,1,0,1,0,1,1,1,0
train,2950,0,0,0,7,3,-1,0,3.9833333333333334,10,5,5,18,1,1,0,0,1,1,1,1,0
train,2951,0,1,1,6,2,295,5,1.6,15,4,5,18,1,1,0,1,0,1,1,0,1
train,2952,0,1,0,4,3,-1,0,2.9833333333333334,14,3,2,5,1,1,0,0,1,1,1,1,0
train,2953,0,1,0,17,1,-1,0,4.766666666666667,9,6,4,15,3,1,0,1,0,1,1,1,0
train,2954,0,1,0,24,1,-1,0,3.216666666666667,17,6,7,29,4,1,0,1,0,1,1,1,0
train,2955,0,0,0,3,1,-1,0,2.066666666666667,10,2,2,5,1,1,1,0,0,1,1,1,0
train,2956,0,0,0,18,3,-1,0,0.8166666666666667,14,4,11,46,3,1,0,1,0,1,1,1,0
train,2957,0,0,0,20,1,-1,0,3.2333333333333334,11,2,4,16,4,1,0,1,0,1,1,1,0
train,2958,0,0,0,29,2,-1,0,1.35,11,0,8,35,5,1,0,1,0,1,1,1,0
train,2959,0,1,0,11,2,-1,0,2.65,9,0,7,28,3,1,0,1,0,1,1,1,0
train,2960,0,1,0,29,11,-1,0,18.783333333333335,14,4,7,30,5,1,0,1,0,1,1,1,0
train,2961,0,1,0,23,3,-1,0,9.8,9,0,5,21,4,1,0,1,0,1,1,1,0
train,2962,0,1,0,27,1,-1,0,6.166666666666667,11,2,4,17,5,1,0,0,1,1,1,1,0
train,2963,0,1,0,15,3,-1,0,1.55,12,6,5,19,2,1,0,1,0,1,1,1,0
